id,target_credit_approval,company_name,sector,creation_year,number_employes,revenues_million,bankruptcy,debts,loan_before,partner_debts,financial_restrictions,purchase_past,purchase_mean_million,purchase_countdays,purchase_payments,purchase_frequency,interest_rate,right_payment
201,true,Amphenol Corporation,Electrical Products,2005,941,$1.26,true,false,true,true,true,true,$8.22,74,9,Once,4.1,false
202,true,"MBIA, Inc.",Property-Casualty Insurers,1998,824,$166.98,true,false,true,false,true,true,$0.14,348,5,Once,2.1,true
203,false,"Industrias Bachoco, S.A. de C.V.",Meat/Poultry/Fish,1992,267,$138.47,true,false,true,false,true,false,$6.34,284,1,Yearly,4.6,false
204,true,"AmeriGas Partners, L.P.",Other Specialty Stores,1992,473,$78.34,false,true,true,false,true,true,$0.97,146,8,Yearly,4.3,true
205,false,Eagle Bulk Shipping Inc.,Marine Transportation,2007,846,$174.89,true,false,false,true,false,true,$4.72,162,11,Daily,1.9,false
206,false,"Wheeler Real Estate Investment Trust, Inc.",Real Estate Investment Trusts,2007,228,$291.36,true,true,false,true,false,false,$6.84,1,4,Often,0.0,true
207,true,"HFF, Inc.",Real Estate,2010,300,$472.03,true,false,false,true,true,false,$5.98,349,10,Daily,1.0,true
208,true,iPath US Treasury Long Bond Bear ETN,Commercial Banks,2003,750,$320.98,false,true,true,true,true,false,$4.39,98,6,Never,4.1,true
209,false,Stantec Inc,Military/Government/Technical,1998,416,$201.36,true,false,false,true,true,false,$0.40,54,1,Monthly,2.8,true
210,false,"NanoString Technologies, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),2000,284,$277.16,false,true,true,true,false,false,$3.92,137,4,Weekly,3.7,true
211,false,Boulevard Acquisition Corp. II,Business Services,2012,356,$145.90,true,true,false,false,true,false,$1.26,93,12,Once,3.6,false
212,false,"Threshold Pharmaceuticals, Inc.",Major Pharmaceuticals,2007,189,$195.10,false,true,true,true,true,false,$6.76,196,1,Weekly,1.5,false
213,true,First Trust High Yield Long/Short ETF,n/a,1989,279,$212.37,false,false,false,true,true,true,$9.93,51,4,Yearly,3.4,true
214,true,John Hancock Tax Advantaged Dividend Income Fund,n/a,2010,433,$404.70,false,false,true,false,true,true,$4.70,66,8,Monthly,2.6,true
215,true,"WellCare Health Plans, Inc.",Medical Specialities,1994,597,$78.56,true,false,false,false,true,true,$8.32,338,1,Weekly,3.5,true
216,false,DXC Technology Company,EDP Services,2000,545,$367.22,true,true,true,false,true,true,$7.80,298,6,Daily,3.2,false
217,false,Hyatt Hotels Corporation,Hotels/Resorts,1986,66,$23.62,false,false,true,true,false,true,$8.54,263,9,Weekly,2.6,false
218,false,"The Andersons, Inc.",Farming/Seeds/Milling,2010,565,$90.29,false,true,false,true,false,true,$2.55,215,1,Weekly,3.3,false
219,false,"Century Communities, Inc.",Homebuilding,1995,717,$133.70,false,false,false,false,false,true,$0.93,116,3,Monthly,3.2,false
220,false,Kemet Corporation,Electrical Products,2003,507,$365.77,true,true,true,true,false,false,$1.52,337,7,Daily,4.0,true
221,true,"Herman Miller, Inc.",Office Equipment/Supplies/Services,1995,449,$140.85,true,true,true,false,false,false,$8.16,118,2,Daily,3.8,true
222,true,Ciena Corporation,Telecommunications Equipment,1998,902,$114.15,false,true,false,false,false,true,$4.65,19,8,Yearly,2.6,true
223,true,"Magyar Bancorp, Inc.",Savings Institutions,1994,739,$443.61,true,false,false,false,true,true,$5.45,60,5,Yearly,1.5,false
224,false,WisdomTree Western Asset Unconstrained Bond Fund,n/a,2003,572,$8.09,false,true,false,true,false,false,$9.72,237,9,Often,3.5,false
225,true,"PNC Financial Services Group, Inc. (The)",n/a,2000,90,$5.84,false,false,true,false,true,true,$8.97,51,1,Seldom,0.7,false
226,false,ENDRA Life Sciences Inc.,n/a,1989,681,$205.13,false,true,true,true,true,false,$2.47,360,6,Monthly,4.1,true
227,false,Cintas Corporation,Apparel,1997,72,$464.31,false,true,true,false,false,false,$9.81,246,5,Yearly,4.8,false
228,true,Welltower Inc.,Real Estate Investment Trusts,1993,551,$266.25,false,false,false,false,true,false,$6.09,221,9,Never,2.9,false
229,true,SandRidge Mississippian Trust I,Oil & Gas Production,1994,327,$452.93,true,false,true,true,true,true,$5.99,329,6,Seldom,0.4,true
230,true,"Comstock Holding Companies, Inc.",Homebuilding,1996,101,$281.68,true,false,false,true,true,false,$7.51,159,3,Seldom,4.1,false
231,true,Western Asset Global Corporate Defined Opportunity Fund Inc.,n/a,1995,327,$295.97,true,false,true,true,true,false,$7.37,301,9,Daily,3.5,true
232,true,FIRST REPUBLIC BANK,n/a,2012,390,$60.82,true,true,true,true,true,true,$1.82,40,8,Yearly,1.9,false
233,false,Deutsche Bank AG,Major Banks,1998,224,$67.31,false,false,true,true,false,true,$7.61,129,6,Weekly,2.5,false
234,true,Salient Midstream & MLP Fund,n/a,1987,42,$480.18,false,true,true,true,false,true,$1.47,303,2,Often,2.0,true
235,false,Zion Oil & Gas Inc,Oil & Gas Production,2009,717,$10.60,true,true,true,false,true,false,$3.30,253,12,Weekly,3.7,false
236,false,"China Lodging Group, Limited",Hotels/Resorts,2005,74,$441.31,false,false,false,true,false,false,$7.24,190,1,Once,4.9,true
237,true,Artesian Resources Corporation,Water Supply,1998,841,$63.18,false,true,true,true,false,true,$1.21,316,8,Monthly,1.0,false
238,false,Houston Wire & Cable Company,Telecommunications Equipment,2005,104,$342.11,true,true,true,true,false,false,$1.84,333,8,Seldom,3.0,true
239,true,Banco Bradesco Sa,Major Banks,1995,831,$13.28,false,false,true,true,false,true,$0.29,300,11,Never,3.2,false
240,true,Cypress Semiconductor Corporation,Semiconductors,2005,953,$157.74,false,true,false,false,false,false,$7.11,22,6,Often,2.7,false
241,false,"Lakeland Bancorp, Inc.",Major Banks,2006,694,$189.83,false,false,true,false,false,true,$1.57,202,9,Daily,1.8,true
242,false,CYREN Ltd.,Computer Software: Prepackaged Software,2011,587,$435.62,false,true,false,true,true,false,$2.11,270,4,Never,3.6,false
243,true,iShares Commodities Select Strategy ETF,n/a,2002,889,$225.82,true,true,false,false,true,false,$7.13,9,2,Daily,4.7,true
244,true,ITT Inc.,Fluid Controls,2007,387,$413.18,false,false,false,true,true,true,$6.79,110,12,Monthly,4.7,false
245,false,PowerShares High Yield Equity Dividend Achievers Portfolio,n/a,2008,800,$351.10,false,true,false,false,true,false,$8.14,2,1,Once,3.6,false
246,true,iSectors Post-MPT Growth ETF,n/a,2010,109,$372.01,false,false,true,false,true,false,$0.01,299,1,Monthly,1.2,false
247,false,"SunTrust Banks, Inc.",Major Banks,1992,836,$124.71,false,false,true,true,true,true,$3.20,82,1,Monthly,1.4,false
248,false,"Continental Resources, Inc.",Oil & Gas Production,1992,792,$281.06,false,true,false,true,false,true,$5.24,202,8,Monthly,4.9,true
249,false,"Mirati Therapeutics, Inc.",Major Pharmaceuticals,2006,475,$141.57,true,true,false,true,false,false,$7.88,127,5,Daily,4.7,false
250,true,"Vivint Solar, Inc.",Building Products,2002,895,$330.94,true,false,true,false,true,true,$0.26,175,3,Monthly,4.4,true
251,true,UroGen Pharma Ltd.,Major Pharmaceuticals,2012,332,$263.78,false,true,false,true,true,true,$4.02,46,10,Daily,2.2,true
252,false,"Marten Transport, Ltd.",Trucking Freight/Courier Services,2006,10,$469.38,false,true,false,true,false,true,$7.71,302,6,Weekly,2.8,true
253,false,First Trust Japan AlphaDEX Fund,n/a,2006,28,$64.76,false,false,false,false,false,false,$9.09,110,2,Once,3.8,false
254,false,The Charles Schwab Corporation,n/a,1995,89,$495.95,true,false,true,false,false,true,$1.55,227,12,Weekly,3.1,true
255,false,Nuveen Core Equity Alpha Fund,n/a,2009,495,$335.57,true,false,true,false,false,false,$1.82,240,9,Yearly,3.1,false
256,true,Consolidated Edison Inc,Power Generation,1993,736,$320.99,true,false,false,false,false,false,$3.91,7,10,Monthly,4.0,true
257,true,Embotelladora Andina S.A.,n/a,2009,289,$102.63,false,false,false,true,false,false,$1.08,110,6,Monthly,2.8,true
258,false,Coca-Cola Company (The),Beverages (Production/Distribution),2000,545,$188.86,false,true,false,true,false,false,$0.30,57,9,Weekly,2.4,true
259,true,"51job, Inc.",Diversified Commercial Services,2012,64,$166.44,false,false,true,false,false,false,$9.04,146,3,Daily,3.6,true
260,false,"Selective Insurance Group, Inc.",Property-Casualty Insurers,2011,905,$96.14,false,false,false,true,true,true,$9.13,134,7,Seldom,2.3,true
261,true,"Pacific Biosciences of California, Inc.",Biotechnology: Laboratory Analytical Instruments,1993,966,$51.21,false,true,true,false,false,true,$5.61,156,6,Weekly,1.2,false
262,false,Barings Corporate Investors,n/a,2007,146,$386.49,true,false,true,false,false,true,$4.24,18,12,Never,3.0,false
263,true,Microsemi Corporation,Semiconductors,1973,998,$438.23,true,false,true,false,false,true,$3.13,131,2,Seldom,3.0,false
264,true,"Independent Bank Group, Inc",Major Banks,1978,304,$42.17,true,true,false,false,true,false,$6.43,276,7,Yearly,1.7,true
265,true,"Maximus, Inc.",Business Services,2002,715,$126.07,false,true,true,false,false,false,$0.89,272,10,Weekly,3.1,true
266,true,"Activision Blizzard, Inc",Computer Software: Prepackaged Software,2010,762,$118.49,true,false,true,false,false,false,$4.47,149,12,Yearly,2.8,false
267,true,First Trust Small Cap Growth AlphaDEX Fund,n/a,2010,927,$152.65,true,false,false,false,true,true,$2.20,303,6,Often,3.5,true
268,false,Iridium Communications Inc,Telecommunications Equipment,2002,50,$71.87,false,false,false,true,false,false,$5.26,357,5,Never,0.5,true
269,false,OFG Bancorp,n/a,2010,17,$164.56,true,false,true,true,false,false,$1.43,261,9,Daily,2.8,false
270,true,Harmony Gold Mining Company Limited,Precious Metals,2008,540,$305.12,true,false,true,false,false,false,$1.89,207,8,Weekly,2.8,false
271,false,BB&T Corporation,n/a,2008,536,$208.60,true,false,false,true,false,true,$9.42,314,9,Never,2.4,true
272,true,"M I Acquisitions, Inc.",n/a,1999,420,$118.87,true,true,true,true,false,false,$1.69,62,4,Seldom,1.1,false
273,true,Nova Measuring Instruments Ltd.,Electronic Components,2009,320,$11.11,false,false,true,true,false,false,$8.85,327,7,Often,0.5,true
274,false,Mobileye N.V.,Computer Software: Prepackaged Software,2002,864,$245.02,false,true,false,true,true,true,$5.25,14,5,Never,1.6,true
275,false,Advent/Claymore Enhanced Growth & Income Fund,n/a,2007,243,$333.91,false,false,false,false,false,true,$7.67,74,10,Once,0.8,false
276,true,S&P Global Inc.,Finance: Consumer Services,1995,984,$175.07,false,false,true,true,false,true,$9.57,285,9,Never,1.1,false
277,false,Noah Holdings Ltd.,Investment Managers,2009,286,$29.97,true,false,true,false,true,false,$2.41,39,9,Yearly,3.0,true
278,false,VictoryShares US Discovery Enhanced Volatility Wtd ETF,n/a,1996,636,$198.48,false,true,false,false,true,false,$7.05,182,1,Never,2.3,false
279,true,Eltek Ltd.,Electrical Products,1996,261,$210.08,true,true,false,true,false,true,$7.44,299,2,Never,1.8,false
280,true,"PayPal Holdings, Inc.",Business Services,2008,550,$438.49,true,false,true,false,false,true,$7.01,221,1,Once,3.2,false
281,false,Stone Harbor Emerging Markets Total Income Fund,n/a,2004,749,$162.14,true,false,false,true,true,false,$3.86,166,8,Monthly,1.6,true
282,true,Ferro Corporation,Paints/Coatings,2006,289,$341.41,false,false,true,true,true,false,$8.65,307,8,Yearly,1.8,true
283,false,"GlycoMimetics, Inc.",Major Pharmaceuticals,1995,376,$263.79,false,true,false,true,true,true,$8.47,207,6,Weekly,0.6,true
284,true,BioShares Biotechnology Products Fund,n/a,1998,557,$452.57,false,false,true,true,false,false,$3.35,79,9,Yearly,3.6,true
285,false,"Align Technology, Inc.",Industrial Specialties,2010,80,$468.70,false,false,false,false,false,false,$9.65,61,10,Daily,1.2,true
286,true,"Arista Networks, Inc.",Computer Communications Equipment,1992,74,$495.32,true,false,true,false,false,true,$1.38,14,6,Seldom,2.7,true
287,true,Intec Pharma Ltd.,Major Pharmaceuticals,2000,603,$306.29,true,false,true,false,false,true,$2.41,292,10,Often,3.3,true
288,false,Marin Software Incorporated,EDP Services,1986,951,$327.39,false,false,false,false,true,false,$3.35,313,1,Weekly,0.2,false
289,true,Parker-Hannifin Corporation,Metal Fabrications,1984,383,$496.52,false,false,true,false,true,true,$3.00,26,2,Weekly,2.8,false
290,true,"Sally Beauty Holdings, Inc.",Other Specialty Stores,1990,128,$457.98,false,true,true,true,false,false,$5.06,204,4,Daily,4.0,false
291,false,Diageo plc,Beverages (Production/Distribution),1966,244,$468.97,true,false,true,false,true,true,$6.23,65,1,Once,3.7,false
292,true,"MaxLinear, Inc",Semiconductors,2006,187,$138.73,true,false,false,false,true,true,$3.69,26,3,Monthly,0.7,true
293,true,W.R. Berkley Corporation,Property-Casualty Insurers,2008,373,$386.46,false,true,true,true,true,true,$10.00,250,1,Never,1.5,false
294,false,"CB Financial Services, Inc.",Major Banks,1992,547,$184.68,false,true,true,true,true,true,$8.38,25,2,Never,2.6,true
295,false,"WPX Energy, Inc.",Oil & Gas Production,1992,383,$217.75,true,true,false,false,true,false,$7.36,329,2,Often,4.5,false
296,true,"New Relic, Inc.",Computer Software: Prepackaged Software,1996,798,$126.31,true,false,false,false,true,true,$7.74,333,8,Yearly,4.1,false
297,true,CHS Inc,Farming/Seeds/Milling,2005,439,$0.61,true,false,true,true,true,true,$0.45,196,11,Often,4.8,false
298,true,"Qorvo, Inc.",Semiconductors,1994,837,$487.79,false,true,false,false,false,true,$5.22,115,11,Yearly,0.1,false
299,false,"Proteostasis Therapeutics, Inc.",Major Pharmaceuticals,1998,79,$24.10,true,false,true,true,false,true,$9.24,201,1,Yearly,0.6,false
300,true,"Peak Resorts, Inc.",Hotels/Resorts,2003,312,$376.31,false,true,false,false,false,false,$1.67,8,5,Often,0.9,true
301,true,Citigroup Inc.,n/a,1993,842,$407.59,false,false,true,true,true,true,$5.52,320,2,Daily,0.6,false
302,false,"Tilly&#39;s, Inc.",Clothing/Shoe/Accessory Stores,2011,203,$479.60,false,false,false,false,true,false,$7.50,194,11,Never,3.9,true
303,false,IQ Chaikin U.S. Small Cap ETF,n/a,2011,752,$498.26,false,false,false,false,true,false,$3.19,233,5,Seldom,1.2,true
304,false,Citigroup Inc.,n/a,2009,223,$398.38,false,true,true,true,false,true,$9.10,299,7,Never,1.8,true
305,false,First Trust High Yield Long/Short ETF,n/a,2004,848,$388.47,true,true,false,false,true,false,$4.05,127,1,Monthly,2.3,false
306,false,"Interpace Diagnostics Group, Inc.",Medical/Dental Instruments,2005,221,$237.17,true,false,false,false,false,false,$3.10,125,9,Weekly,4.8,false
307,true,"Stratasys, Ltd.",Computer peripheral equipment,1996,235,$101.37,false,true,true,false,true,true,$2.84,53,3,Never,3.1,false
308,false,BlackRock Multi-Sector Income Trust,n/a,2004,897,$134.38,true,true,true,false,true,false,$9.19,86,6,Yearly,4.4,true
309,false,"Manning & Napier, Inc.",Investment Managers,1999,955,$63.58,false,false,false,true,true,false,$8.43,95,9,Once,1.1,true
310,false,Dover Corporation,Industrial Machinery/Components,2007,843,$394.95,true,true,false,true,true,false,$7.38,283,8,Yearly,1.2,false
311,false,PartnerRe Ltd.,n/a,2009,428,$354.57,false,true,true,true,true,false,$4.08,202,1,Yearly,1.5,false
312,true,Danaher Corporation,Industrial Machinery/Components,2001,456,$35.81,false,true,false,true,true,false,$7.34,23,12,Never,3.0,false
313,false,Five Oaks Investment Corp.,n/a,1999,162,$352.40,true,false,false,false,false,true,$0.26,69,4,Daily,1.0,true
314,true,Arlington Asset Investment Corp,Finance/Investors Services,1998,40,$12.21,false,false,false,false,false,false,$1.08,43,3,Once,1.1,true
315,true,Transglobe Energy Corp,Oil & Gas Production,2007,347,$449.32,false,true,false,true,false,false,$7.31,306,7,Often,0.8,true
316,false,Lazard Ltd.,Investment Managers,2002,176,$18.76,true,true,false,true,false,true,$3.98,234,4,Never,1.9,true
317,false,"BSB Bancorp, Inc.",Major Banks,2006,759,$371.95,true,true,true,true,false,false,$4.91,159,12,Monthly,3.0,false
318,false,"Cellectar Biosciences, Inc.",Major Pharmaceuticals,2002,422,$347.23,false,false,false,true,true,false,$0.67,348,3,Once,2.5,false
319,false,58.com Inc.,"Computer Software: Programming, Data Processing",1989,13,$308.11,true,false,false,true,true,true,$5.70,41,11,Never,0.1,false
320,false,Allstate Corporation (The),n/a,1998,329,$119.50,true,false,false,false,false,true,$6.74,291,2,Daily,1.5,true
321,false,Echelon Corporation,Computer Communications Equipment,1997,139,$303.67,false,false,true,false,true,false,$5.20,335,9,Yearly,3.2,true
322,false,Sapiens International Corporation N.V.,Computer Software: Prepackaged Software,1996,508,$286.26,true,false,false,true,true,false,$3.32,362,12,Weekly,2.4,true
323,false,"Castlight Health, inc.",EDP Services,1998,93,$125.20,false,true,false,true,false,true,$0.29,25,8,Yearly,4.1,true
324,false,Wright Medical Group N.V.,Industrial Specialties,2004,384,$302.68,false,true,false,false,true,true,$2.94,209,2,Seldom,4.6,true
325,false,"Agios Pharmaceuticals, Inc.",Major Pharmaceuticals,2002,930,$386.52,false,false,false,true,true,true,$5.96,49,4,Often,4.9,true
326,true,Trinseo S.A.,Major Chemicals,2006,719,$423.14,false,true,false,true,true,false,$7.17,59,11,Daily,1.3,false
327,true,Tsakos Energy Navigation Ltd,n/a,2006,290,$395.94,true,false,false,false,false,false,$3.47,272,6,Yearly,0.3,false
328,false,"Viking Therapeutics, Inc.",Major Pharmaceuticals,1999,117,$118.44,true,false,false,false,true,false,$2.13,183,12,Weekly,0.4,false
329,false,Capital One Financial Corporation,n/a,2003,291,$109.66,true,false,false,true,false,true,$7.29,123,10,Yearly,4.5,true
330,true,"Luby&#39;s, Inc.",Restaurants,2001,848,$175.47,false,false,false,true,false,true,$0.87,193,12,Never,4.3,true
331,true,Pebblebrook Hotel Trust,n/a,1993,34,$169.59,false,true,false,false,true,true,$0.30,242,10,Daily,0.8,true
332,true,"NI Holdings, Inc.",Property-Casualty Insurers,2005,971,$197.56,true,false,false,true,false,false,$8.62,135,8,Never,2.6,true
333,false,"Gulf Resources, Inc.",Major Chemicals,2005,795,$174.22,false,true,false,false,false,false,$3.69,323,6,Daily,3.4,true
334,true,"Maiden Holdings, Ltd.",n/a,1985,987,$338.73,true,false,false,true,true,true,$1.76,33,4,Once,3.6,false
335,true,"Advaxis, Inc.",Major Pharmaceuticals,2004,433,$22.11,false,false,false,false,false,false,$1.87,253,10,Never,5.0,false
336,true,Tennant Company,Industrial Machinery/Components,2005,705,$118.91,false,true,false,false,false,true,$3.04,328,10,Often,4.6,true
337,true,CymaBay Therapeutics Inc.,Major Pharmaceuticals,2012,330,$126.60,false,true,true,true,true,true,$5.69,294,8,Never,1.4,true
338,true,"Minerva Neurosciences, Inc",Major Pharmaceuticals,2010,125,$64.22,false,false,true,false,true,false,$0.30,290,1,Often,4.6,false
339,true,HNI Corporation,Office Equipment/Supplies/Services,2002,208,$437.60,true,false,true,false,false,false,$9.90,227,1,Once,4.8,true
340,true,Randgold Resources Limited,Precious Metals,2004,808,$49.94,false,true,false,true,true,true,$1.33,37,9,Often,2.5,false
341,true,Amaya Inc.,"Computer Software: Programming, Data Processing",2003,181,$450.43,false,false,false,true,false,true,$2.43,214,5,Never,4.6,false
342,false,"Heron Therapeutics, Inc.  ",Major Pharmaceuticals,1977,402,$112.71,true,false,false,true,true,true,$9.39,263,5,Daily,2.3,false
343,true,"Aptose Biosciences, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),2001,949,$12.16,false,true,false,true,false,false,$2.04,242,4,Often,4.6,false
344,true,Eaton Vance High Income 2021 Target Term Trust,n/a,2012,10,$36.78,false,true,true,false,false,true,$0.59,23,11,Once,0.7,true
345,true,"Lake Shore Bancorp, Inc.",Savings Institutions,2011,744,$183.26,true,false,false,true,true,false,$7.80,320,6,Never,4.7,false
346,false,iShares MSCI Europe Financials Sector Index Fund,n/a,2003,493,$175.86,true,false,true,true,false,true,$7.27,77,7,Seldom,2.6,false
347,true,"NuVasive, Inc.",Medical/Dental Instruments,2002,236,$481.03,false,false,false,false,true,true,$6.50,39,3,Seldom,3.3,false
348,false,1st Source Corporation,Major Banks,2006,255,$206.13,false,true,true,false,true,false,$0.45,35,9,Weekly,1.1,true
349,false,"Blackrock MuniYield California Fund, Inc.",n/a,2003,313,$181.24,true,false,true,false,true,false,$1.07,236,7,Daily,4.8,true
350,true,Ambev S.A.,Beverages (Production/Distribution),2007,931,$453.51,false,false,true,false,false,false,$7.82,184,10,Never,1.2,true
351,false,"Under Armour, Inc.",Apparel,2007,515,$411.79,true,false,true,false,true,true,$0.30,23,4,Seldom,0.4,false
352,false,Nuveen Massachusetts Municipal Income Fund,n/a,2009,811,$247.08,false,false,false,false,false,false,$8.87,30,2,Once,0.1,true
353,true,"CareDx, Inc.",Medical Specialities,2009,488,$330.90,false,true,true,true,false,false,$7.77,72,5,Once,2.1,true
354,true,First Trust South Korea AlphaDEX Fund,n/a,2000,627,$105.55,false,true,true,false,true,false,$1.46,269,10,Once,1.0,true
355,false,"Bojangles&#39;, Inc.",Restaurants,2006,895,$165.42,true,true,false,true,false,true,$3.04,87,6,Seldom,3.5,false
356,false,"LogMein, Inc.",n/a,1990,746,$374.95,true,false,true,true,false,true,$7.77,211,1,Weekly,0.1,false
357,true,"NCI, Inc.",EDP Services,2010,319,$475.50,false,false,true,true,false,true,$0.26,140,4,Once,2.7,true
358,true,"LightPath Technologies, Inc.",Semiconductors,2004,367,$363.23,false,false,true,true,false,true,$2.38,159,4,Monthly,4.3,false
359,false,Quinpario Acquisition Corp. 2,Business Services,2006,751,$222.23,true,true,false,true,true,false,$2.63,256,6,Weekly,0.2,true
360,false,Navios Maritime Midstream Partners LP,n/a,2008,805,$497.64,true,true,false,false,true,false,$1.72,335,5,Weekly,4.8,true
361,false,Icahn Enterprises L.P.,Auto Parts:O.E.M.,2008,162,$6.10,false,false,true,false,true,false,$2.07,226,12,Never,3.3,false
362,true,iShares Global Infrastructure ETF,n/a,1986,231,$167.91,false,true,false,false,true,true,$3.91,316,8,Daily,1.0,true
363,false,Principal Healthcare Innovators Index ETF,n/a,2011,972,$265.96,true,false,false,false,true,false,$9.17,174,3,Weekly,0.6,false
364,false,Boulevard Acquisition Corp. II,Business Services,2011,991,$411.29,true,true,true,false,true,true,$5.05,66,2,Monthly,2.3,true
365,true,Quest Diagnostics Incorporated,Medical Specialities,1997,893,$113.76,true,true,true,true,false,false,$1.64,217,5,Yearly,3.7,true
366,false,Michael Kors Holdings Limited,Apparel,2003,200,$298.38,false,true,false,false,false,false,$4.34,81,9,Seldom,3.5,false
367,false,Centrais Electricas Brasileiras S.A.- Eletrobras,Electric Utilities: Central,2007,835,$277.98,true,false,false,false,false,true,$2.77,253,5,Yearly,4.5,true
368,true,"Tetra Tech, Inc.",Military/Government/Technical,2011,958,$167.62,true,true,false,true,true,true,$1.72,252,7,Seldom,1.9,true
369,true,"Trinity Industries, Inc.",Railroads,2008,505,$219.43,false,false,false,true,true,true,$8.49,18,11,Daily,1.5,true
370,false,Cooper Tire & Rubber Company,Automotive Aftermarket,1997,705,$11.18,false,false,true,false,false,false,$3.49,48,7,Daily,1.4,true
371,true,ENDRA Life Sciences Inc.,Biotechnology: Electromedical & Electrotherapeutic Apparatus,1993,233,$147.78,false,false,false,false,false,false,$4.68,239,8,Once,2.6,true
372,true,Medtronic plc,Biotechnology: Electromedical & Electrotherapeutic Apparatus,1993,35,$416.93,false,false,false,false,false,false,$4.53,198,12,Weekly,3.8,true
373,true,Voya Prime Rate Trust,n/a,2012,850,$80.60,true,true,true,false,true,true,$8.16,145,5,Daily,2.6,true
374,true,"Hologic, Inc.",Medical Electronics,2003,955,$302.02,true,true,false,true,false,false,$8.73,82,12,Once,4.3,true
375,false,Humana Inc.,Medical Specialities,2008,31,$324.95,false,false,true,false,true,false,$7.54,287,11,Once,0.9,true
376,true,"First Cash, Inc.",Other Specialty Stores,1993,241,$34.95,false,true,false,true,false,false,$4.86,47,6,Once,2.4,false
377,false,Chesapeake Lodging Trust,Real Estate Investment Trusts,2001,696,$231.53,false,false,false,false,true,false,$4.98,249,12,Seldom,2.6,false
378,true,iShares MSCI ACWI Index Fund,n/a,2002,739,$43.86,true,false,false,true,false,true,$9.03,6,5,Once,4.4,true
379,false,Scientific Games Corp,EDP Services,2009,400,$177.73,true,true,false,true,true,true,$2.59,137,2,Often,2.1,false
380,true,First Data Corporation,Business Services,2010,627,$10.88,false,false,true,false,false,true,$9.55,44,8,Yearly,3.5,true
381,false,"Asia Tigers Fund, Inc. (The)",n/a,1996,807,$147.57,false,true,true,true,false,false,$1.22,15,2,Never,2.3,false
382,false,Allstate Corporation (The),n/a,1999,6,$145.74,false,true,true,false,true,true,$7.06,204,3,Never,0.6,true
383,true,Blackrock Core Bond Trust,n/a,2001,907,$347.40,true,true,true,false,true,false,$6.42,262,6,Daily,2.6,true
384,false,First Trust Latin America AlphaDEX Fund,n/a,1995,488,$101.30,false,false,false,false,true,true,$3.73,254,2,Seldom,4.2,false
385,false,"Cogent Communications Holdings, Inc.",Telecommunications Equipment,1992,192,$91.98,false,true,false,false,true,false,$5.61,319,10,Often,1.3,false
386,false,Nuveen Georgia Quality Municipal Income Fund ,n/a,2011,66,$187.44,false,true,true,false,true,false,$9.10,216,5,Often,3.3,false
387,false,iShares S&P Global Timber & Forestry Index Fund,n/a,1990,967,$112.72,true,false,false,true,false,false,$9.98,3,7,Once,4.2,true
388,false,"Spectra Energy Partners, LP",Natural Gas Distribution,1989,93,$387.04,false,true,true,true,true,false,$6.64,167,10,Seldom,4.0,false
389,false,"J.C. Penney Company, Inc. Holding Company",Department/Specialty Retail Stores,2007,308,$406.89,false,true,false,false,false,false,$7.63,37,10,Often,2.5,false
390,false,Mercer International Inc.,Paper,2011,565,$312.11,true,false,true,false,false,false,$3.21,116,10,Daily,1.3,false
391,false,Johnson Outdoors Inc.,Recreational Products/Toys,2011,169,$153.88,true,false,false,false,false,true,$4.67,333,1,Seldom,2.2,false
392,false,"KBR, Inc.",Military/Government/Technical,1997,200,$309.13,false,false,false,false,false,false,$9.52,187,5,Often,3.8,true
393,true,"Bojangles&#39;, Inc.",Restaurants,2010,168,$35.20,false,true,false,true,true,false,$7.65,222,7,Once,4.7,true
394,false,PowerShares DWA Energy Momentum Portfolio,n/a,2009,810,$330.72,false,true,true,false,true,false,$9.93,94,11,Weekly,1.2,false
395,false,"Civista Bancshares, Inc. ",Major Banks,1999,974,$154.35,true,false,false,true,true,false,$1.37,359,4,Never,1.4,false
396,true,Camtek Ltd.,Electronic Components,1999,510,$72.85,true,true,true,true,true,true,$5.28,79,1,Weekly,3.7,true
397,true,EQT Corporation,Oil & Gas Production,2009,843,$377.60,false,true,true,false,false,true,$9.24,178,4,Daily,2.0,false
398,true,Tata Motors Ltd,Auto Manufacturing,2001,177,$401.92,false,false,true,false,false,true,$9.62,156,4,Yearly,1.4,true
399,true,Sphere 3D Corp.,EDP Services,2002,6,$117.02,true,true,false,true,true,false,$6.80,178,3,Once,0.0,true
400,true,Autobytel Inc.,"Computer Software: Programming, Data Processing",1991,630,$216.10,false,false,false,false,true,false,$1.56,295,12,Often,0.6,true
401,true,"Dominion Energy, Inc.",Electric Utilities: Central,2006,347,$127.97,true,true,false,true,true,false,$2.54,255,7,Often,2.9,false
402,false,F.N.B. Corporation,Major Banks,2002,467,$179.53,false,true,true,false,true,true,$3.98,255,5,Daily,1.1,false
403,true,TiVo Corporation,Multi-Sector Companies,1993,814,$126.05,true,false,false,true,true,true,$0.28,316,3,Weekly,4.1,true
404,false,"Sandy Spring Bancorp, Inc.",Major Banks,1997,818,$102.94,true,false,true,true,false,true,$0.62,276,1,Seldom,2.8,true
405,false,Norwood Financial Corp.,Major Banks,2006,220,$97.24,true,false,true,true,true,true,$0.39,65,3,Weekly,0.8,false
